transplant_date,embryo,transplant,transplant_type,tissue,relative_side,orientation,slice,edu_cell_count,area
20250821,e2,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,29,0,358932.734
20250821,e2,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,32,0,380655.707
20250821,e2,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,35,0,383775.742
20251118,e1,located dorsal-posterior,Posterior-Posterior,Optic Lobe,contralateral,Posterior,19,0,332632.917
20251118,e1,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,22,0,376549.489
20251118,e1,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,25,0,418358.524
20251118,e1,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,28,0,460760.135
20251118,e1,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,31,1,487166.524
20251118,e1,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,34,0,488860.988
20251118,e1,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,37,0,505734.26
20251118,e2,located dorsal-medial,Posterior-Posterior,Optic Lobe,contralateral,Posterior,19,2,308777.415
20251118,e2,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,22,1,360109.835
20251118,e2,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,25,0,398312.592
20251118,e2,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,28,0,428297.145
20251118,e2,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,31,0,456921.368
20251118,e2,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,34,0,475418.817
20251118,e2,,Posterior-Posterior,Optic Lobe,contralateral,Posterior,37,0,501744.105
